Name,Platform,Genre,Rating,Critic_Score,Critic_Count,User_Score,User_Count,NA_Sales
Trigger Man,PS2,Shooter,T,32,4,47,16,0.08
Wildstar,PC,Role-Playing,T,82,52,73,965,0.08
Amped 3,X360,Sports,T,72,49,70,36,0.13
Arcana Heart,PS2,Fighting,T,77,12,80,8,0.06
Battlestar Galactica,PS2,Shooter,T,66,22,67,6,0.08
Time Hollow,DS,Adventure,T,64,24,77,21,0.03
Jurassic Park: The Game,X360,Action,T,60,9,35,138,0.15
Dynasty Warriors 8: Xtreme Legends,PS3,Action,T,68,4,67,9,0.02
Sherlock Holmes vs. Jack the Ripper,X360,Adventure,T,62,24,67,14,0.11
Driven,PS2,Racing,T,38,10,33,5,0.08
James Noir's Hollywood Crimes,3DS,Adventure,T,60,22,65,5,0.07
MTV Music Generator 2,PS2,Misc,T,77,16,84,11,0.08
Mugen Souls,PS3,Role-Playing,T,55,24,72,35,0.04
Atelier Iris: Eternal Mana,PS2,Role-Playing,T,74,38,76,38,0.08
Knockout Kings 2003,GC,Sports,T,78,13,64,4,0.12
American Chopper,XB,Racing,T,44,6,58,9,0.11
Dynasty Warriors 8,X360,Action,T,65,21,74,35,0.09
The Terminator: Dawn of Fate,XB,Action,T,53,19,51,5,0.11
Birds of Steel,X360,Simulation,T,77,18,88,18,0.11
Get On Da Mic,PS2,Misc,T,49,29,62,7,0.07
Army Men: Sarge's War,GC,Shooter,T,56,11,66,7,0.12
Project Sylpheed: Arc of Deception,X360,Shooter,T,64,45,85,24,0.12
Tears to Tiara II: Heir of the Overlord,PS3,Role-Playing,T,65,18,86,41,0.07
Samurai Warriors: Katana,Wii,Action,T,53,30,67,6,0.11
Kingdom of Paradise,PSP,Role-Playing,T,72,38,74,19,0.14
Naruto Shippuden: Legends: Akatsuki Rising,PSP,Fighting,T,60,15,61,10,0.14
Bleach: Dark Souls,DS,Fighting,T,82,28,78,14,0.12
Prince of Persia: The Sands of Time,GBA,Action,T,75,25,87,5,0.11
Street Fighter Anniversary Collection,XB,Fighting,T,79,33,63,9,0.11
Shadow Ops: Red Mercury,XB,Shooter,T,61,45,60,14,0.11
Musashi: Samurai Legend,PS2,Role-Playing,T,64,47,88,9,0.07
Fantastic Four: Rise of the Silver Surfer,PS3,Action,T,47,26,61,10,0.12
Rocky,XB,Fighting,T,74,22,72,6,0.11
Thor: God of Thunder,Wii,Action,T,56,14,79,9,0.1
Star Trek: Voyager Elite Force,PS2,Shooter,T,52,12,63,5,0.07
X-Men: The Official Game,GC,Action,T,50,31,62,8,0.12
Battleborn,XOne,Shooter,T,71,20,71,171,0.1
The King of Fighters XIV,PS4,Fighting,T,79,54,86,208,0.07
Street Fighter Alpha 3,GBA,Fighting,T,83,17,77,10,0.11
Armored Core: For Answer,X360,Simulation,T,64,22,76,38,0.06
The Incredible Hulk: Ultimate Destruction,GC,Action,T,84,30,90,14,0.11
Blazing Angels 2: Secret Missions of WWII,PS3,Simulation,T,70,10,71,12,0.1
The Legend of Heroes: Trails of Cold Steel II,PS3,Role-Playing,T,90,4,77,71,0.02
Batman Begins,GC,Action,T,66,38,71,10,0.11
Ys: The Oath in Felghana,PSP,Role-Playing,T,80,25,82,57,0.09
Medal of Honor: Infiltrator,GBA,Shooter,T,80,19,71,12,0.11
Darkstalkers Chronicle: The Chaos Tower,PSP,Fighting,T,74,27,78,25,0.13
WWE '13,Wii,Action,T,74,4,59,9,0.11
Mad Dash Racing,XB,Racing,T,65,21,76,6,0.11
Guilty Gear X2 #Reload,XB,Fighting,T,86,34,75,12,0.11
ReCore,XOne,Action,T,63,75,65,445,0.08
Shadow Hearts: From The New World,PS2,Role-Playing,T,76,42,81,33,0.07
L.A. Rush,XB,Racing,T,59,36,29,4,0.11
Record of Agarest War 2,PS3,Role-Playing,T,56,6,71,36,0.09
Fatal Frame,PS2,Action,T,74,22,88,72,0.07
BlazBlue: Chrono Phantasma Extend,PS4,Action,T,80,10,76,31,0.07
Wild ARMs 4,PS2,Role-Playing,T,69,38,72,17,0.07
G.I. Joe: The Rise of Cobra,PS2,Action,T,50,4,22,6,0.11
Class of Heroes,PSP,Role-Playing,T,61,12,70,12,0.06
Second Sight,PS2,Adventure,T,76,48,79,23,0.07
Phantom Brave,PS2,Role-Playing,T,81,40,78,22,0.07
Thor: God of Thunder,X360,Action,T,38,40,56,22,0.09
Hexyz Force,PSP,Role-Playing,T,68,13,72,21,0.07
Jonny Moseley Mad Trix,PS2,Sports,T,44,14,56,6,0.07
MTV Music Generator 3: This Is the Remix,PS2,Misc,T,79,28,85,8,0.07
Terminator 3: Rise of the Machines,XB,Action,T,35,24,19,10,0.11
Victorious Boxers: Revolution,Wii,Fighting,T,59,26,53,8,0.07
Doom,GBA,Shooter,T,81,24,84,15,0.1
Pirates: The Legend of Black Kat,PS2,Adventure,T,72,24,78,8,0.07
Fur Fighters: Viggo's Revenge,PS2,Action,T,64,15,72,37,0.07
Thor: God of Thunder,PS3,Action,T,39,35,43,19,0.07
The Da Vinci Code,PS2,Action,T,54,43,79,24,0.07
Sphinx and the Cursed Mummy,GC,Action,T,79,22,87,12,0.11
XCOM 2,PS4,Strategy,T,88,28,79,116,0.04
Eternal Poison,PS2,Role-Playing,T,65,11,81,9,0.07
Metal Slug Anthology,Wii,Shooter,T,73,38,79,22,0.12
Power Gig: Rise of the SixString,PS3,Misc,T,36,10,5,4,0.13
Baldur's Gate: Dark Alliance,GC,Role-Playing,T,79,10,76,22,0.11
Star Wars: Knights of the Old Republic,PC,Role-Playing,T,93,33,89,1497,0.01
The Operative: No One Lives Forever,PS2,Shooter,T,67,23,79,16,0.07
Cabela's African Safari,X360,Sports,T,53,4,49,8,0.13
Odin Sphere: Leifthrasir,PSV,Role-Playing,T,93,5,78,83,0.02
Godzilla: Save the Earth,XB,Fighting,T,63,22,81,6,0.1
TRINITY: Souls of Zill O'll,PS3,Role-Playing,T,55,34,61,33,0.06
Transformers: Devastation,XOne,Action,T,75,25,78,55,0.09
Eragon,X360,Action,T,48,32,56,24,0.12
Blazing Angels 2: Secret Missions of WWII,X360,Simulation,T,72,24,77,12,0.11
Brothers: A Tale of Two Sons,PS4,Adventure,T,81,10,85,73,0.03
Fear Factor: Unleashed,GBA,Action,T,30,15,29,4,0.1
Heroes over Europe,X360,Simulation,T,62,39,80,9,0.1
NCIS,X360,Adventure,T,35,11,46,7,0.1
Tomb Raider: The Prophecy,GBA,Action,T,66,20,87,13,0.1
Vampire Night,PS2,Shooter,T,65,18,79,5,0.07
Valhalla Knights: Eldar Saga,Wii,Role-Playing,T,35,17,66,19,0.1
World Championship Poker 2: Featuring Howard Lederer,PSP,Misc,T,65,17,27,17,0.12
Metal Slug 7,DS,Shooter,T,70,38,73,13,0.12
Gladius,XB,Strategy,T,79,31,84,22,0.1
Legends of Wrestling,XB,Fighting,T,65,10,57,4,0.1
James Bond 007: Nightfire,GBA,Shooter,T,66,6,80,9,0.1
Castlevania Chronicles,PS,Platform,T,69,16,69,13,0.07
King Arthur,PS2,Action,T,59,22,79,10,0.07
Hulk Hogan's Main Event,X360,Fighting,T,26,4,21,20,0.1
Ys: The Ark of Napishtim,PS2,Role-Playing,T,72,35,87,14,0.07
Army Men: Green Rogue,PS2,Action,T,39,13,37,4,0.06
Peter Jackson's King Kong: The Official Game of the Movie,DS,Action,T,28,5,31,32,0.12
Superman: The Man of Steel,XB,Action,T,44,19,59,11,0.1
Phantom Brave: We Meet Again,Wii,Role-Playing,T,76,12,70,15,0.12
WWE Survivor Series,GBA,Fighting,T,55,12,81,5,0.09
Kung-Fu: High Impact,X360,Action,T,56,18,77,20,0.08
Tomb Raider: Legend,XB,Action,T,82,40,71,13,0.1
Warcraft III: Reign of Chaos,PC,Strategy,T,92,40,90,1023,0.03
Gravity Rush Remastered,PS4,Action,T,80,62,81,153,0.02
Destruction Derby Arenas,PS2,Racing,T,57,27,77,14,0.06
Dengeki Bunko Fighting Climax,PSV,Fighting,T,75,7,84,28,0.04
Shaman King: Power of Spirit,PS2,Adventure,T,54,9,81,17,0.06
Mission: Impossible - Operation Surma,XB,Platform,T,67,27,67,4,0.1
Venetica,X360,Role-Playing,T,42,14,72,18,0.09
Persona 4: Arena,X360,Fighting,T,83,21,72,60,0.08
Street Fighter IV,PC,Fighting,T,91,23,79,352,0.07
Cabela's Alaskan Adventure,X360,Sports,T,48,11,55,17,0.12
Heroes of the Pacific,XB,Simulation,T,76,33,81,5,0.1
NightCaster,XB,Action,T,61,27,56,7,0.1
"Crouching Tiger, Hidden Dragon",PS2,Action,T,48,26,36,6,0.06
Whiplash,PS2,Racing,T,66,32,86,15,0.06
BlazBlue: Continuum Shift II,PSP,Fighting,T,77,8,67,10,0.03
Otogi: Myth of Demons,XB,Action,T,80,40,84,28,0.08
Alter Echo,PS2,Shooter,T,62,26,69,9,0.06
One Piece: Unlimited World Red,PSV,Action,T,67,4,77,25,0.03
Cabela's Dangerous Hunts 2009,PS3,Sports,T,39,6,17,10,0.12
Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,Action,T,48,20,55,8,0.1
Eat Lead: The Return of Matt Hazard,PS3,Shooter,T,51,38,64,21,0.09
Star Wars: Lethal Alliance,PSP,Action,T,61,31,69,7,0.11
Naruto Shippuden: Kizuna Drive,PSP,Action,T,57,22,49,6,0.04
Green Lantern: Rise of the Manhunters,X360,Action,T,59,17,71,23,0.07
Legends of Wrestling,GC,Fighting,T,50,18,67,4,0.1
Warriors Orochi 2,PS2,Action,T,52,9,84,13,0.06
Hyperdevotion Noire: Goddess Black Heart,PSV,Role-Playing,T,68,24,70,36,0.04
Advent Rising,XB,Action,T,68,50,74,68,0.1
X-Men: Next Dimension,GC,Fighting,T,63,17,81,11,0.1
Dynasty Warriors 5 Empires,X360,Action,T,61,40,81,19,0.11
Baroque,PS2,Role-Playing,T,60,6,87,44,0.05
Jurassic: The Hunted,X360,Shooter,T,60,4,71,21,0.12
Hour of Victory,X360,Shooter,T,37,33,29,40,0.1
Freedom Fighters,GC,Shooter,T,83,15,77,12,0.1
Quantum Redshift,XB,Racing,T,70,21,80,15,0.09
Armed and Dangerous,XB,Shooter,T,79,41,71,15,0.09
Worms 3D,PS2,Strategy,T,70,31,77,22,0.06
Pryzm Chapter One: The Dark Unicorn,PS2,Adventure,T,59,8,51,6,0.06
Eat Lead: The Return of Matt Hazard,X360,Shooter,T,53,53,69,27,0.1
Guilty Gear X,PS2,Fighting,T,79,15,77,16,0.06
Record of Agarest War Zero,PS3,Strategy,T,50,8,66,37,0.09
Rocksmith,PC,Misc,T,78,5,80,57,0.06
Makai Kingdom: Chronicles of the Sacred Tome,PS2,Role-Playing,T,77,41,72,12,0.06
Voodoo Vince,XB,Platform,T,73,38,83,22,0.09
Everybody Dance,PS3,Misc,T,66,5,67,8,0.11
Blackwater,X360,Shooter,T,37,12,44,14,0.09
Tom Clancy's Ghost Recon,Wii,Shooter,T,46,21,67,8,0.1
Chase: Hollywood Stunt Driver,XB,Racing,T,60,14,73,5,0.09
Mytran Wars,PSP,Strategy,T,68,16,87,4,0.08
NCIS,PS3,Adventure,T,50,4,39,4,0.07
Cel Damage,XB,Racing,T,65,24,83,7,0.09
Venetica,PS3,Role-Playing,T,47,14,64,6,0.07
Conduit 2,Wii,Shooter,T,64,51,75,60,0.07
X2: Wolverine's Revenge,GC,Platform,T,62,21,65,8,0.09
Hatsune Miku: Project Diva X,PSV,Misc,T,83,5,79,22,0.01
Street Hoops,GC,Sports,T,56,9,72,7,0.09
WWE SmackDown vs Raw 2008,DS,Fighting,T,61,12,65,13,0.11
Godzilla: Destroy All Monsters Melee,XB,Fighting,T,71,20,67,8,0.09
Fat Princess: Fistful of Cake,PSP,Action,T,74,33,86,25,0.08
Tony Hawk's Pro Skater 5,XOne,Sports,T,39,18,20,132,0.09
Overlord: Raising Hell,PS3,Action,T,72,35,76,27,0.07
Power Gig: Rise of the SixString,X360,Misc,T,36,20,20,17,0.11
Onimusha: Blade Warriors,PS2,Fighting,T,65,33,68,7,0.06
Psychonauts,XB,Platform,T,88,54,89,71,0.09
Airborne Troops: Countdown to D-Day,PS2,Shooter,T,39,4,80,9,0.06
The Sky Crawlers: Innocent Aces,Wii,Simulation,T,74,42,78,13,0.08
Marvel Avengers: Battle for Earth,WiiU,Action,T,50,10,49,25,0.06
Phantasy Star Universe,X360,Role-Playing,T,64,34,73,42,0.09
Spider-Man: Edge of Time,3DS,Action,T,50,7,63,12,0.08
Samurai Warriors 4-II,PS4,Action,T,73,26,72,24,0.03
Lost Planet 3,X360,Shooter,T,58,43,57,142,0.07
Turok: Evolution,GBA,Shooter,T,72,8,69,5,0.08
Marvel Trading Card Game,DS,Misc,T,61,17,48,7,0.11
Buffy the Vampire Slayer: Chaos Bleeds,XB,Action,T,73,26,83,14,0.09
Tropico 5,PC,Simulation,T,75,51,69,351,0.02
Reality Fighters,PSV,Fighting,T,54,39,37,30,0.05
Dragon Ball: Origins,DS,Action,T,78,18,74,15,0.08
Darkspore,PC,Role-Playing,T,65,52,59,133,0.07
Self-Defense Training Camp,X360,Sports,T,21,5,49,25,0.08
Sphinx and the Cursed Mummy,XB,Action,T,79,21,90,11,0.09
Cabela's Deer Hunt 2005 Season,XB,Sports,T,59,5,74,6,0.09
Dead Man's Hand,XB,Shooter,T,62,31,80,9,0.09
Hyperdimension Neptunia U: Action Unleashed,PSV,Action,T,71,20,67,44,0.03
Shining Force NEO,PS2,Role-Playing,T,69,12,80,20,0.06
Fantastic Four: Rise of the Silver Surfer,X360,Action,T,45,30,53,16,0.1
Monster Madness: Battle for Suburbia,X360,Shooter,T,55,29,51,18,0.1
Tom Clancy's EndWar,PSP,Strategy,T,68,7,58,8,0.1
Phantom Dust,XB,Action,T,81,37,84,35,0.08
Growlanser Generations,PS2,Role-Playing,T,81,19,76,19,0.06
Prince of Persia: Rival Swords,PSP,Action,T,74,16,81,19,0.08
Ring of Red,PS2,Strategy,T,82,15,86,11,0.06
Batman: Dark Tomorrow,XB,Action,T,25,13,35,18,0.08
Batman: Rise of Sin Tzu,XB,Action,T,67,17,76,6,0.08
The King of Fighters XII,X360,Fighting,T,63,57,41,33,0.09
Spy vs Spy,XB,Action,T,53,34,79,8,0.08
Murakumo: Renegade Mech Pursuit,XB,Shooter,T,48,18,74,4,0.04
Gun Metal,XB,Shooter,T,63,17,75,8,0.08
GoldenEye: Rogue Agent,DS,Shooter,T,58,25,74,18,0.1
BlazBlue: Calamity Trigger Portable,PSP,Fighting,T,82,14,77,18,0.07
AirForce Delta Strike,PS2,Simulation,T,66,22,69,6,0.05
Pimp My Ride,Wii,Racing,T,26,4,37,8,0.1
Capcom vs. SNK 2 EO,GC,Fighting,T,68,20,88,27,0.09
JASF: Jane's Advanced Strike Fighters,PS3,Simulation,T,41,7,30,7,0.07
Ridge Racer Unbounded,X360,Racing,T,71,59,76,56,0.05
Truth or Lies,X360,Misc,T,28,6,51,6,0.07
Worms Forts: Under Siege,PS2,Strategy,T,63,21,79,15,0.05
Project: Snowblind,XB,Action,T,79,44,69,10,0.08
Naval Ops: Warship Gunner,PS2,Simulation,T,67,17,88,23,0.05
The King of Fighters 2000/2001,PS2,Fighting,T,71,31,85,17,0.05
Ninja Assault,PS2,Shooter,T,60,17,52,4,0.05
Alias,PS2,Action,T,64,31,79,10,0.05
Calling,Wii,Adventure,T,49,28,66,16,0.06
Spyborgs,Wii,Action,T,66,30,62,6,0.09
Death Jr.: Root of Evil,Wii,Platform,T,71,14,80,14,0.1
Batman: Return to Arkham,XOne,Action,T,77,6,81,43,0.05
Dynasty Tactics 2,PS2,Strategy,T,78,18,90,13,0.05
Blazblue: Continuum Shift Extend,PSV,Fighting,T,83,28,74,97,0.03
Pimp My Ride,X360,Racing,T,38,14,37,29,0.1
RIGS: Mechanized Combat League,PS4,Action,T,79,42,78,76,0.03
Hellboy: The Science of Evil,X360,Action,T,44,31,56,9,0.1
Cabela's North American Adventures,X360,Sports,T,51,5,89,4,0.1
BlazBlue: Continuum Shift II,3DS,Fighting,T,64,14,60,19,0.05
DJ Max Fever,PSP,Misc,T,77,5,64,13,0.09
Reign of Fire,GC,Shooter,T,54,9,58,7,0.08
FlatOut: Ultimate Carnage,X360,Racing,T,80,44,87,66,0.07
Digimon Digital Card Battle,PS,Strategy,T,51,5,89,44,0.06
Aquapazza: Aquaplus Dream Match,PS3,Fighting,T,75,13,77,20,0.05
Lucha Libre AAA: Heroes del Ring,PS3,Fighting,T,54,6,70,10,0.1
Trauma Center: Under the Knife 2,DS,Simulation,T,79,29,84,11,0.1
"Sakura Wars: So Long, My Love",Wii,Role-Playing,T,75,30,72,31,0.05
Mind Zero,PSV,Role-Playing,T,59,13,59,72,0.05
Rocky Balboa,PSP,Sports,T,58,17,65,11,0.01
Gravity Games Bike: Street Vert Dirt,PS2,Sports,T,24,12,40,27,0.05
UFC: Tapout 2,XB,Fighting,T,66,14,72,4,0.08
Vexx,XB,Platform,T,70,21,84,10,0.08
Metal Slug 3,XB,Shooter,T,76,56,50,15,0.08
The First Templar,X360,Action,T,52,21,62,26,0.06
Metal Arms: Glitch in the System,GC,Shooter,T,83,30,92,19,0.08
Escape From Monkey Island,PS2,Adventure,T,84,21,81,11,0.05
Dropship: United Peace Force,PS2,Simulation,T,78,17,85,10,0.05
Road Rash: Jailbreak,GBA,Racing,T,78,15,92,23,0.07
Syberia,XB,Action,T,72,17,69,5,0.08
Riviera: The Promised Land,GBA,Role-Playing,T,76,26,91,21,0.07
Yggdra Union: We'll Never Fight Alone,PSP,Role-Playing,T,73,17,78,18,0.05
Bujingai: The Forsaken City,PS2,Fighting,T,72,28,74,14,0.05
Universe at War: Earth Assault,X360,Action,T,66,44,82,57,0.09
The Sims 4: City Living,PC,Simulation,T,77,10,56,30,0.02
Miami Law,DS,Adventure,T,56,14,87,4,0.09
Capcom vs. SNK 2 EO,XB,Fighting,T,80,26,86,13,0.08
Baten Kaitos Origins,GC,Role-Playing,T,75,21,88,23,0.06
EÂ·OÂ·E: Eve of Extinction,PS2,Fighting,T,57,28,71,6,0.04
X-Men: The Official Game,XB,Action,T,53,38,80,7,0.08
Agatha Christie: The ABC Murders,DS,Adventure,T,53,11,64,4,0.08
Jade Cocoon 2,PS2,Role-Playing,T,76,16,77,22,0.05
Van Helsing,GBA,Action,T,33,11,62,6,0.07
Harry Potter and the Deathly Hallows - Part 1,PC,Action,T,37,5,40,33,0.08
The Bard's Tale,XB,Role-Playing,T,75,50,87,4,0.08
Alien Hominid,PS2,Shooter,T,78,47,82,13,0.05
Tom Clancy's Splinter Cell,GBA,Action,T,77,21,85,8,0.07
Rolling Stone: Drum King,Wii,Misc,T,32,4,17,4,0.09
King's Field: The Ancient City,PS2,Role-Playing,T,60,14,84,13,0.05
X-Men: Destiny,Wii,Action,T,36,10,44,15,0.07
Harvey Birdman: Attorney at Law,PSP,Adventure,T,62,19,79,8,0.09
Universal Studios Theme Parks Adventure,GC,Misc,T,39,11,28,11,0.08
Rocky: Legends,XB,Action,T,67,21,51,6,0.07
EVE: Valkyrie,PS4,Shooter,T,73,26,62,37,0.03
Dragon Ball: Evolution,PSP,Fighting,T,28,16,8,50,0.09
Thor: God of Thunder,3DS,Action,T,55,10,41,5,0.06
Guilty Gear Isuka,PS2,Fighting,T,73,39,74,13,0.05
Heatseeker,Wii,Action,T,62,25,61,32,0.08
Castlevania Double Pack,GBA,Platform,T,86,4,83,12,0.07
Samurai Warriors 4: Empires,PS4,Action,T,71,29,64,15,0.02
Steel Battalion,XB,Simulation,T,83,20,84,20,0.05
Power Stone Collection,PSP,Action,T,74,34,67,6,0.08
SNK vs. Capcom Card Fighters DS,DS,Strategy,T,48,19,47,6,0.09
Minority Report: Everybody Runs,XB,Action,T,54,18,49,4,0.07
Crash 'N' Burn,XB,Racing,T,65,25,63,7,0.07
Bladestorm: The Hundred Years' War,X360,Action,T,63,26,67,16,0.08
Forever Kingdom,PS2,Role-Playing,T,64,13,77,6,0.02
Altered Beast: Guardian of the Realms,GBA,Action,T,63,13,47,4,0.07
The Legend of Heroes: A Tear of Vermillion,PSP,Role-Playing,T,68,24,76,26,0.08
Raven Squad: Operation Hidden Dagger,X360,Shooter,T,38,22,34,37,0.08
Age of Empires II: The Age of Kings,PC,Strategy,T,92,21,89,801,0.01
Shining Tears,PS2,Role-Playing,T,61,14,64,11,0.05
Gradius V,PS2,Shooter,T,82,46,84,13,0.05
Medal of Honor: Vanguard,Wii,Shooter,T,56,29,69,24,0.06
Arcania: Gothic 4,X360,Role-Playing,T,64,21,51,52,0.04
Psychonauts,PS2,Platform,T,86,33,86,61,0.05
Digimon Rumble Arena 2,PS2,Fighting,T,63,9,72,23,0.05
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,Action,T,44,49,54,163,0.05
Alien Hominid,GC,Shooter,T,78,28,84,15,0.07
Rygar: The Battle of Argus,Wii,Action,T,52,29,69,4,0.09
Trivial Pursuit unhinged,XB,Misc,T,58,10,79,4,0.07
I-Ninja,GC,Platform,T,77,18,75,8,0.07
Wild ARMs: Alter Code F,PS2,Role-Playing,T,73,25,82,26,0.05
Metal Slug X,PS,Shooter,T,85,9,87,31,0.05
Romance of the Three Kingdoms X,PS2,Strategy,T,71,13,84,10,0.04
Prinny: Can I Really Be the Hero?,PSP,Platform,T,72,45,69,41,0.03
Fighting Fantasy: The Warlock of Firetop Mountain,DS,Role-Playing,T,45,10,80,31,0.08
Project Eden,PS2,Action,T,71,20,77,8,0.04
Riviera: The Promised Land,PSP,Role-Playing,T,68,11,76,17,0.07
Ghosthunter,PS2,Action,T,69,44,86,22,0.04
Shadow of Destiny,PSP,Adventure,T,54,6,81,5,0.08
Mimana Iyar Chronicle,PSP,Role-Playing,T,45,6,57,8,0.07
Tom Clancy's EndWar,DS,Strategy,T,69,11,57,4,0.08
JASF: Jane's Advanced Strike Fighters,X360,Simulation,T,45,5,44,8,0.06
Disgaea Infinite,PSP,Adventure,T,64,15,43,40,0.07
Phantom Brave: The Hermuda Triangle,PSP,Role-Playing,T,65,16,72,11,0.06
Fullmetal Alchemist: Dual Sympathy,DS,Role-Playing,T,58,15,72,12,0.05
Spectral Force Genesis,DS,Role-Playing,T,46,8,69,5,0.08
Last Rebellion,PS3,Role-Playing,T,44,30,45,34,0.06
Mystic Heroes,GC,Action,T,67,13,84,26,0.03
Zoids Assault,X360,Strategy,T,46,17,72,7,0.08
Arslan: The Warriors of Legend,PS4,Action,T,69,43,65,23,0.03
Freestyle Metal X,PS2,Racing,T,67,25,82,17,0.04
Dark Angel: Vampire Apocalypse,PS2,Role-Playing,T,53,9,55,5,0.04
Transworld Snowboarding,XB,Sports,T,74,14,91,14,0.07
Test Drive: Eve of Destruction,XB,Racing,T,72,28,86,7,0.07
Crimson Sea,XB,Action,T,78,19,81,10,0.04
Viewtiful Joe: Red Hot Rumble,PSP,Action,T,63,24,62,6,0.08
The Mummy: Tomb of the Dragon Emperor,Wii,Action,T,39,7,63,5,0.08
Knights in the Nightmare,PSP,Role-Playing,T,75,10,76,7,0.06
Spectral Force 3,X360,Role-Playing,T,59,16,74,19,0.08
Battle Fantasia,X360,Fighting,T,71,22,65,8,0.07
Fire Pro Wrestling Returns,PS2,Sports,T,78,12,84,17,0.04
Samurai Warriors 2: Xtreme Legends,PS2,Action,T,50,11,79,9,0.04
Spider-Man: Edge of Time,Wii,Action,T,62,9,51,6,0.06
Jumper: Griffin's Story,Wii,Action,T,28,5,24,11,0.08
Forgotten Realms: Demon Stone,XB,Action,T,72,17,64,6,0.06
Data East Arcade Classics,Wii,Misc,T,56,7,81,5,0.08
Wizardry: Tale of the Forsaken Land,PS2,Role-Playing,T,70,14,74,6,0.04
Age of Mythology,PC,Strategy,T,89,31,88,484,0.02
MetropolisMania,PS2,Strategy,T,63,5,70,16,0.04
Ephemeral Fantasia,PS2,Role-Playing,T,48,16,62,39,0.04
Gray Matter,PC,Adventure,T,72,27,76,80,0.02
America's Army: True Soldiers,X360,Shooter,T,43,11,66,55,0.08
Star Wars: Empire at War,PC,Strategy,T,79,45,83,240,0.01
BlazBlue Central Fiction,PS4,Fighting,T,85,21,75,39,0.04
Sega GT Online,XB,Racing,T,72,32,91,5,0.06
Knights in the Nightmare,DS,Role-Playing,T,76,25,85,23,0.06
Captain America: Super Soldier,3DS,Action,T,51,9,49,6,0.05
Onimusha Tactics,GBA,Strategy,T,64,21,86,7,0.06
Mad Dog McCree: Gunslinger Pack,Wii,Shooter,T,31,6,49,11,0.07
Blacksite: Area 51,PS3,Shooter,T,56,23,62,18,0.07
Harvey Birdman: Attorney at Law,Wii,Adventure,T,60,28,77,5,0.08
Aliens versus Predator: Extinction,XB,Strategy,T,64,19,76,21,0.06
RTX Red Rock,PS2,Shooter,T,49,23,49,4,0.04
Shining Force: Resurrection of the Dark Dragon,GBA,Role-Playing,T,77,20,87,15,0.06
Metal Slug Advance,GBA,Shooter,T,79,32,82,14,0.06
Blazing Angels: Squadrons of WWII,XB,Simulation,T,69,19,67,4,0.06
Miami Nights: Singles in the City,DS,Simulation,T,48,6,70,7,0.08
Battleborn,PC,Shooter,T,69,34,68,400,0.04
Agatha Christie: Evil Under the Sun,Wii,Adventure,T,46,6,72,6,0.06
Don King Boxing,DS,Sports,T,71,4,77,5,0.06
Seven Samurai 20XX,PS2,Action,T,52,31,69,6,0.04
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,Action,T,78,25,79,11,0.06
Persona 4: Arena Ultimax,X360,Fighting,T,85,15,73,35,0.06
The King of Fighters 2006,PS2,Fighting,T,66,23,85,17,0.01
The Italian Job,XB,Racing,T,54,22,57,5,0.06
Smuggler's Run: Warzones,GC,Misc,T,79,23,68,11,0.06
Warriors Orochi 3 Hyper,WiiU,Action,T,64,18,73,31,0.04
Space Channel 5 Special Edition,PS2,Misc,T,79,16,85,10,0.04
The Legend of Alon D'ar,PS2,Role-Playing,T,43,14,66,10,0.04
Big Mutha Truckers,GC,Racing,T,63,5,81,6,0.06
Super Robot Taisen OG Saga: Endless Frontier,DS,Role-Playing,T,73,22,89,22,0.07
Incredible Crisis,PS,Action,T,80,11,74,11,0.04
The King of Fighters EX2: Howling Blood,GBA,Fighting,T,80,10,90,10,0.06
Hidden Invasion,PS2,Shooter,T,39,4,57,4,0.04
Batman: Dark Tomorrow,GC,Action,T,29,14,31,19,0.06
The First Templar,PC,Action,T,57,19,57,60,0.06
Earth Defense Force 2017,X360,Action,T,69,55,76,60,0.04
Tomb Raider: Legend,GC,Action,T,78,6,77,8,0.06
From Russia With Love,PSP,Action,T,61,33,68,12,0.07
Lost Dimension,PSV,Role-Playing,T,72,28,82,35,0.03
World Series of Poker 2008: Battle for the Bracelets,X360,Misc,T,74,10,66,6,0.06
Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,Role-Playing,T,71,24,81,13,0.06
Samurai Warriors 2,X360,Action,T,52,30,86,18,0.07
Alien Syndrome,PSP,Role-Playing,T,51,20,59,9,0.07
Endgame,PS2,Shooter,T,57,12,67,5,0.04
WWE Crush Hour,GC,Racing,T,55,14,69,5,0.06
C.O.P.: The Recruit,DS,Action,T,55,38,74,13,0.05
Urban Reign,PS2,Action,T,60,44,81,26,0.04
Stella Deus: The Gate of Eternity,PS2,Strategy,T,75,31,79,9,0.04
Conflict: Desert Storm,GC,Shooter,T,62,19,83,13,0.06
Medal of Honor: Underground,GBA,Shooter,T,46,5,16,11,0.05
Dynasty Warriors 3,XB,Action,T,70,11,88,20,0.06
MTV Music Generator 3: This Is the Remix,XB,Misc,T,79,26,53,10,0.06
Baroque,Wii,Role-Playing,T,50,22,80,24,0.07
Lost Dimension,PS3,Role-Playing,T,71,18,72,27,0.05
